OBJECTID,Is 24 Hours,Car Park Count,Has Carpark Cost,Has Tourist Attraction,Latitude,Longitude,Number Of Connectors,Has Charging Cost,x,y,Combined Latitude,Combined Longitude
185174,1,1,0,0,-43.569347,172.758637,2,1,1580509.514,5175928.735,790232.9723265,2588050.7468185
184968,1,1,0,0,-41.17341318,174.9815131,6,1,1766215.223,5440099.541,883087.02479341,2720137.26125655
184611,1,1,0,0,-39.48127,175.66963,4,1,1829609.829,5626411.636,914785.1738649999,2813293.652815
191903,1,1,0,0,-37.783496,176.327311,2,1,1893027.183,5812989.85,946494.6997519999,2906583.0886554997
188315,1,1,0,0,-41.223808,174.872944,4,1,1756987.162,5434706.4,878472.969096,2717440.6364720003
180162,1,1,0,1,-44.488533,169.966399,2,1,1358786.121,5069387.542,679370.8162335,2534778.7541995
186961,1,1,0,0,-41.319325,174.784932,4,1,1749391.825,5424257.17,874675.2528375,2712215.977466
189462,1,1,0,0,-35.379808,174.065521,2,1,1696780.997,6084315.272,848372.808596,3042244.6687605
182831,1,1,0,1,-41.298815,174.7869,2,1,1749603.44,5426530.851,874781.0705924999,2713352.8189499998
189452,1,1,0,0,-34.517702,172.840523,4,1,1585362.582,6180428.282,792664.032149,3090300.5612614998
182394,1,1,0,1,-42.120066,171.866254,2,1,1506281.941,5336270.923,753119.9104670001,2668221.394627
181779,1,1,0,1,-36.90045521,174.8266498,4,1,1762747.51,5914612.386,881355.3047723951,2957393.6063249
180506,1,1,0,1,-40.359871,175.612479,2,1,1821837.906,5529022.971,910898.7730645,2764599.2917395
181318,1,1,0,1,-41.1456647,174.839828,4,1,1754394.813,5443441.219,877176.83366765,2721808.029414
180516,1,1,0,1,-40.918804,174.98174,2,1,1766876.524,5468365.727,883417.802598,2734270.35437
189651,1,1,0,0,-39.525678,176.861749,2,1,1931955.351,5617760.139,965957.912661,2808968.5003745
180366,1,1,0,1,-43.53915549,172.6074866,2,1,1568288.02,5179235.245,784122.240422255,2589703.9262433
182574,1,1,0,1,-37.24971345,174.7313504,2,1,1753549.82,5876021.024,876756.285143275,2938097.8776752
180154,1,1,0,1,-44.092764,171.242916,2,1,1459346.291,5116323.058,729651.099118,2558247.150458
182414,1,1,0,1,-43.481908,172.706855,2,1,1576293.809,5185626.147,788125.1635459999,2592899.4269275
180013,1,1,0,1,-38.373898,178.296608,2,1,2062809.155,5739397.784,1031385.390551,2869788.040304
185606,1,1,0,0,-42.774278,172.846924,2,1,1587477.452,5264239.392,793717.338861,2632206.119462
191875,1,1,0,0,-36.857592,174.629729,2,1,1745282.401,5919685.655,872622.7717040001,2959930.1423645
188303,1,1,0,0,-40.948637,175.665992,2,1,1824399.542,5463521.812,912179.2966814999,2731848.738996
183983,1,1,0,0,-36.759005,175.49873,2,1,1823047.099,5928949.722,911505.1699974999,2964562.610365
190156,1,1,0,0,-41.291425,174.782858,2,1,1749281.874,5427358.265,874620.2912875001,2713766.523929
182049,1,1,0,1,-43.53177229,172.6294569,4,1,1570059.396,5180063.358,785007.932113855,2590117.99372845
184698,1,1,0,0,-43.33777,171.929037,3,1,1513186.946,5201118.449,756571.804115,2600645.1890185
181475,1,1,0,1,-41.757863,171.598685,2,1,1483506.165,5376158.554,741732.2035685,2688165.0763425
187873,1,1,0,0,-41.308936,174.785277,2,1,1749444.436,5425409.99,874701.563532,2712792.3876385
181938,1,1,0,1,-42.402332,173.682548,2,1,1656169.651,5305326.128,828063.624334,2652749.9052739996
182387,1,1,0,1,-41.338061,173.184316,2,1,1615421.788,5423697.472,807690.2249695,2711935.328158
182876,1,1,0,1,-43.517235,172.587829,2,1,1566687.777,5181662.025,783322.1298825,2590917.3064145003
187490,1,1,0,0,-44.488533,169.966399,2,1,1358786.121,5069387.542,679370.8162335,2534778.7541995
183033,1,1,0,1,-37.24554635,175.0210361,2,1,1779253.984,5875973.927,889608.369226825,2938074.47401805
181198,1,1,0,1,-37.14472734,174.888101,2,1,1767685.16,5887403.682,883824.00763633,2943789.2850505
187370,1,1,0,0,-40.076095,175.37971,2,1,1802915.769,5561083.126,901437.8464525001,2780629.252855
182587,1,1,0,1,-35.118102,173.268864,2,1,1624499.012,6113826.678,812231.946949,3056999.9734320003
181892,1,1,0,1,-40.987489,174.95142,2,1,1764152.934,5460797.896,882055.9732555,2730486.42371
190395,1,1,0,0,-36.759005,175.49873,2,1,1823047.099,5928949.722,911505.1699974999,2964562.610365
181462,1,1,0,1,-41.310593,174.777546,2,1,1748793.483,5425239.313,874376.0862035,2712707.045273
182326,1,1,0,1,-39.676483,175.799291,2,1,1840088.302,5604402.852,920024.3127585,2802289.3256455
181672,1,1,0,1,-35.210342,173.918288,2,1,1683581.511,6103244.197,841773.150329,3051709.057644
180462,1,1,0,1,-38.130411,178.314844,2,1,2065961.287,5766349.645,1032961.5782945,2883263.979922
181019,1,1,0,1,-41.829084,174.130996,2,1,1693917.315,5368581.867,846937.7429579999,2684377.998998
184047,1,1,0,0,-41.18470134,174.9491019,4,1,1763468.25,5438907.733,881713.53264933,2719541.34105095
186470,1,1,0,0,-40.918804,174.98174,2,1,1766876.524,5468365.727,883417.802598,2734270.35437
180841,1,1,0,1,-41.18470134,174.9491019,4,1,1763468.25,5438907.733,881713.53264933,2719541.34105095
182399,1,1,0,1,-42.716811,170.96319,2,1,1433219.729,5268620.634,716588.5060945001,2634395.7985949996
190274,1,1,0,0,-46.45065,169.659753,2,1,1343471.957,4850457.604,671712.753175,2425313.6318765003
187712,1,1,0,0,-43.90318226,171.7463065,4,1,1499322.612,5138116.537,749639.35440887,2569144.14165325
186804,1,1,0,0,-37.7185873,175.2663418,4,1,1799749.934,5822989.948,899856.1077063499,2911582.6071709
181772,1,1,0,1,-37.53913814,175.9338506,4,1,1859217.294,5841270.807,929589.87743093,2920723.3704253
189529,1,1,0,0,-41.29055552,174.8970403,2,1,1758845.116,5427252.116,879401.91272224,2713713.50652015
182898,1,1,0,1,-43.808449,172.964534,2,1,1597147.413,5149401.338,798551.8022755,2574787.151267
181094,1,1,0,1,-45.485131,170.715903,2,1,1421504.581,4960617.727,710729.5479345,2480394.2214515
189631,1,1,0,0,-38.373898,178.296608,2,1,2062809.155,5739397.784,1031385.390551,2869788.040304
181314,1,1,0,1,-37.53913814,175.9338506,4,1,1859217.294,5841270.807,929589.87743093,2920723.3704253
190668,1,1,0,0,-43.557558,172.653893,2,1,1572045.798,5177208.127,786001.1202209999,2588690.3904465004
188290,1,1,0,0,-40.336698,175.865639,2,1,1843421.082,5530929.52,921690.3726509999,2765552.6928195
180945,1,1,0,1,-39.417303,175.400028,2,1,1806608.191,5634164.661,903284.3868485,2817170.030514
191442,1,1,0,0,-37.740247,177.675372,3,1,2012044.296,5812701.452,1006003.2778765,2906439.5636859997
185536,1,1,0,0,-39.925984,175.039928,2,1,1774322.069,5578465.671,887141.0715079999,2789320.3554640003
182223,1,1,0,1,-43.89638233,171.7583053,4,1,1500274.825,5138886.336,750115.464308835,2569529.04715265
181303,1,1,0,1,-40.29789962,175.7499664,4,1,1833727.898,5535548.78,916843.8000501901,2767862.2649832
190002,1,1,0,0,-43.90318226,171.7463065,4,1,1499322.612,5138116.537,749639.35440887,2569144.14165325
183204,1,1,0,0,-37.949836,176.998989,3,1,1951409.663,5792202.179,975685.8565819999,2896189.5889944998
186055,1,1,0,0,-41.757863,171.598685,2,1,1483506.165,5376158.554,741732.2035685,2688165.0763425
182657,1,1,0,1,-43.30485776,172.5933352,4,1,1567017.749,5205250.081,783487.22207112,2602711.3371676
182792,1,1,0,1,-40.20959,176.099002,2,1,1863740.988,5544372.775,931850.3892049999,2772274.437001
181971,1,1,0,1,-43.596944,172.383222,4,1,1550216.799,5172707.337,775086.601028,2586439.860111
184571,1,1,0,0,-37.695622,176.16147,2,1,1878747.929,5823250.352,939355.116689,2911713.256735
187509,1,1,0,0,-45.542158,169.316024,2,1,1312401.168,4950215.873,656177.8129210001,2475192.5945119997
182780,1,1,0,1,-39.492478,176.914804,2,1,1936677.786,5621249.018,968319.146761,2810712.9664020003
185794,1,1,0,0,-35.210342,173.918288,2,1,1683581.511,6103244.197,841773.150329,3051709.057644
185425,1,1,0,0,-40.29789962,175.7499664,4,1,1833727.898,5535548.78,916843.8000501901,2767862.2649832
183575,1,1,0,0,-41.29055552,174.8970403,2,1,1758845.116,5427252.116,879401.91272224,2713713.50652015
191938,1,1,0,0,-39.454334,173.86043,2,1,1674027.852,5632450.277,836994.198833,2816312.068715
181813,1,1,0,1,-37.053386,174.931804,2,1,1771773.075,5897460.063,885868.010807,2948817.4974020002
191385,1,1,0,0,-40.38642863,175.6382388,4,1,1823937.54,5526009.676,911948.576785685,2763092.6571194
180460,1,1,0,1,-38.012522,177.283381,3,1,1976090.728,5784129.062,988026.357739,2892153.1726905
181877,1,1,0,1,-40.228115,175.56948,2,1,1818610.752,5543756.786,909285.2619425,2771966.17774
180993,1,1,0,1,-41.28381,174.738131,2,1,1745553.579,5428279.658,872756.147595,2714227.1980655
184639,1,1,0,0,-40.948637,175.665992,2,1,1824399.542,5463521.812,912179.2966814999,2731848.738996
190085,1,1,0,0,-38.218022,175.867543,2,1,1851040.244,5766106.29,925501.012989,2883141.0787715
182708,1,1,0,1,-36.830041,174.796572,2,1,1760214.448,5922475.468,880088.8089795001,2961325.132286
182865,1,1,0,1,-43.324396,172.598728,2,1,1567465.554,5203082.385,783711.114802,2601627.491864
179991,1,1,0,1,-37.695622,176.16147,2,1,1878747.929,5823250.352,939355.116689,2911713.256735
187285,1,1,0,0,-36.79874,174.645674,4,1,1746816.373,5926190.496,873389.78713,2963182.570837
181370,1,1,0,1,-37.803753,175.769951,2,1,1843864.781,5812343.767,921913.4886235,2906259.7684755
181995,1,1,0,1,-44.694064,169.139139,2,1,1294087.405,5043779.671,647021.355468,2521974.4050695
180452,1,1,0,1,-37.778893,175.273749,2,1,1800240.207,5816282.025,900101.2140535,2908228.6493745004
186392,1,1,0,0,-37.000794,175.850207,2,1,1853626.66,5901241.196,926794.829603,2950708.5231035003
185200,1,1,0,0,-44.488533,169.966399,2,1,1358786.121,5069387.542,679370.8162335,2534778.7541995
180198,1,1,0,1,-46.45065,169.659753,2,1,1343471.957,4850457.604,671712.753175,2425313.6318765003
184607,1,1,0,0,-39.174447,176.624938,3,1,1913160.105,5657602.231,956560.4652765,2828889.427969
189622,1,1,0,0,-38.130411,178.314844,2,1,2065961.287,5766349.645,1032961.5782945,2883263.979922
187506,1,1,0,0,-45.485131,170.715903,2,1,1421504.581,4960617.727,710729.5479345,2480394.2214515
192117,1,1,0,0,-43.29776068,172.1931401,4,1,1534552.509,5205802.482,767254.60561966,2602987.33757005
185504,1,1,0,0,-38.164895,176.247562,2,1,1884523.981,5770903.617,942242.9080525,2885539.9322809996
192210,1,1,0,0,-35.379808,174.065521,2,1,1696780.997,6084315.272,848372.808596,3042244.6687605
182391,1,1,0,1,-41.757863,171.598685,2,1,1483506.165,5376158.554,741732.2035685,2688165.0763425
181053,1,1,0,1,-43.579833,172.564889,4,1,1564870.108,5174700.505,782413.2640835,2587436.5349445
185146,1,1,0,0,-42.450054,171.208751,2,1,1452700.74,5298698.481,726329.144973,2649434.8448755
182828,1,1,0,1,-41.291425,174.782858,2,1,1749281.874,5427358.265,874620.2912875001,2713766.523929
182495,1,1,0,1,-40.91217889,175.0022089,6,1,1768617.094,5469061.963,884288.090910555,2734618.48260445
184890,1,1,0,0,-35.940285,173.872122,2,1,1678662.451,6022323.376,839313.2553574999,3011248.624061
182201,1,1,0,1,-41.29055552,174.8970403,2,1,1758845.116,5427252.116,879401.91272224,2713713.50652015
182772,1,1,0,1,-39.05796,174.077402,2,1,1693219.111,5676239.205,846590.0265200001,2838206.641201
184293,1,1,0,0,-45.094048,169.601258,2,1,1332566.064,5000980.7,666260.484976,2500575.1506290003
183695,1,1,0,0,-39.48127,175.66963,4,1,1829609.829,5626411.636,914785.1738649999,2813293.652815
183044,1,1,0,1,-35.099027,173.259314,4,1,1623634.316,6115944.376,811799.6084865001,3058058.817657
185203,1,1,0,0,-44.734921,171.045541,2,1,1445249.794,5044637.783,722602.5295395,2522404.4142704997
182386,1,1,0,1,-41.334271,174.773264,2,1,1748381.295,5422617.853,874169.9803645,2711396.313132
182123,1,1,0,1,-41.31256762,174.8297718,4,1,1753160.726,5424929.203,876559.70671619,2712552.0163859
180675,1,1,0,1,-43.53177229,172.6294569,4,1,1570059.396,5180063.358,785007.932113855,2590117.99372845
191644,1,1,0,0,-46.237234,169.738245,2,1,1348522.06,4874421.225,674237.9113830001,2437295.4816225
185494,1,1,0,0,-37.949836,176.998989,3,1,1951409.663,5792202.179,975685.8565819999,2896189.5889944998
180552,1,1,0,1,-41.330187,174.785974,2,1,1749454.211,5423049.446,874706.4404064999,2711612.115987
182135,1,1,0,1,-35.407799,173.800554,2,1,1672688.382,6081437.819,836326.4871005,3040805.809777
181957,1,1,0,1,-43.489228,172.108133,2,1,1527884.636,5184468.64,763920.573386,2592320.3740665
189261,1,1,0,0,-41.757863,171.598685,2,1,1483506.165,5376158.554,741732.2035685,2688165.0763425
182197,1,1,0,1,-43.540331,172.604632,2,1,1568058.01,5179103.603,784007.2348345,2589638.1038160003
182676,1,1,0,1,-40.9574405,175.6495904,2,1,1822989.213,5462586.404,911474.12777975,2731381.0267952
185153,1,1,0,0,-43.208364,171.715379,2,1,1495646.604,5215245.304,747801.697818,2607708.5096894996
184145,1,1,0,0,-39.034329,177.421661,3,1,1982773.492,5670101.788,991367.2288355001,2835139.6048304997
185476,1,1,0,0,-37.000794,175.850207,2,1,1853626.66,5901241.196,926794.829603,2950708.5231035003
181911,1,1,0,1,-41.289609,174.776206,2,1,1748728.993,5427571.301,874343.8516955,2713873.038603
181410,1,1,0,1,-39.676483,175.799291,2,1,1840088.302,5604402.852,920024.3127585,2802289.3256455
181210,1,1,0,1,-34.992067,173.509309,4,1,1646479.985,6127718.205,823222.4964665001,3063945.8571545
188536,1,1,0,0,-34.517702,172.840523,4,1,1585362.582,6180428.282,792664.032149,3090300.5612614998
182752,1,1,0,1,-38.130411,178.314844,2,1,2065961.287,5766349.645,1032961.5782945,2883263.979922
182447,1,1,0,1,-44.241656,171.276856,2,1,1462409.847,5099842.669,731182.802672,2550006.9729279997
192091,1,1,0,0,-45.863182,170.513276,2,1,1406974.913,4918146.601,703464.524909,2459158.5571379997
181068,1,1,0,1,-44.002983,170.475634,2,1,1397618.964,5124697.654,698787.4805085,2562434.064817
186894,1,1,0,0,-39.05796,174.077402,2,1,1693219.111,5676239.205,846590.0265200001,2838206.641201
187310,1,1,0,0,-37.139161,175.543117,2,1,1825883.793,5886662.106,912923.3269195,2943418.8245584997
180961,1,1,0,1,-40.228115,175.56948,2,1,1818610.752,5543756.786,909285.2619425,2771966.17774
182382,1,1,0,1,-41.323357,174.772457,2,1,1748338.527,5423830.936,874148.6018215,2712002.8542285
189988,1,1,0,0,-41.28065437,174.9073127,1,1,1759729.448,5428332.521,879844.083672815,2714253.7141563497
181417,1,1,0,1,-40.175295,175.385907,5,1,1803148.533,5550056.864,901554.1788525,2775116.1249535
186982,1,1,0,0,-42.842644,171.560183,2,1,1482342.904,5255653.72,741150.0306780001,2627912.6400915
181395,1,1,0,1,-38.878762,176.369708,3,1,1892322.302,5691278.164,946141.711619,2845727.266854
183651,1,1,0,0,-37.660023,175.521991,2,1,1822460.761,5828912.592,911211.5504884999,2914544.0569955
179935,1,1,0,0,-40.38642863,175.6382388,4,1,1823937.54,5526009.676,911948.576785685,2763092.6571194
183247,1,1,0,0,-39.994101,176.555381,2,1,1903546.588,5566840.222,951753.2969495,2783508.3886905
185081,1,1,0,0,-40.175295,175.385907,5,1,1803148.533,5550056.864,901554.1788525,2775116.1249535
181806,1,1,0,1,-36.90989,174.685797,2,1,1750178.499,5913796.698,875070.794555,2956985.6918985
185096,1,1,0,0,-40.918804,174.98174,2,1,1766876.524,5468365.727,883417.802598,2734270.35437
186952,1,1,0,0,-41.297056,174.765587,2,1,1747822.965,5426762.661,873890.833972,2713468.7132935002
190920,1,1,0,0,-40.9574405,175.6495904,2,1,1822989.213,5462586.404,911474.12777975,2731381.0267952
180939,1,1,0,1,-39.034329,177.421661,3,1,1982773.492,5670101.788,991367.2288355001,2835139.6048304997
186469,1,1,0,0,-40.917054,175.002489,4,1,1768628.287,5468520.2,884293.684973,2734347.6012445
189151,1,1,0,0,-37.695622,176.16147,2,1,1878747.929,5823250.352,939355.116689,2911713.256735
186891,1,1,0,0,-38.878762,176.369708,3,1,1892322.302,5691278.164,946141.711619,2845727.266854
180066,1,1,0,1,-41.132114,174.841666,2,1,1754580.882,5444942.356,877269.874943,2722558.598833
190184,1,1,0,0,-42.450054,171.208751,2,1,1452700.74,5298698.481,726329.144973,2649434.8448755
182455,1,1,0,1,-44.734921,171.045541,2,1,1445249.794,5044637.783,722602.5295395,2522404.4142704997
189157,1,1,0,0,-37.891785,175.466957,2,1,1816926.742,5803322.327,908444.4251075,2901748.8969785
181051,1,1,0,1,-43.561652,172.737561,2,1,1578804.892,5176778.18,789380.665174,2588475.4587804996
181677,1,1,0,1,-35.407799,173.800554,2,1,1672688.382,6081437.819,836326.4871005,3040805.809777
185548,1,1,0,0,-40.623516,175.284152,2,1,1793197.477,5500526.812,896578.4267419999,2750351.048076
180952,1,1,0,1,-39.676483,175.799291,2,1,1840088.302,5604402.852,920024.3127585,2802289.3256455
191501,1,1,0,0,-40.546907,175.410771,4,1,1804141.023,5508745.821,902050.2380465,2754460.6158855003
181105,1,1,0,1,-45.94324,169.261463,2,1,1310227.15,4905460.14,655090.60338,2452814.7007315
181997,1,1,0,1,-44.734921,171.045541,2,1,1445249.794,5044637.783,722602.5295395,2522404.4142704997
180394,1,1,0,1,-41.28526633,174.7374182,4,1,1745490.651,5428119.169,872724.682866835,2714146.9532091
182897,1,1,0,1,-43.802778,172.968048,2,1,1597429.806,5150031.297,798693.001611,2575102.132524
186095,1,1,0,0,-43.63206,171.647752,2,1,1490916.479,5168103.805,745436.42347,2584137.726376
181987,1,1,0,1,-44.10019,170.829522,2,1,1426275.584,5114708.701,713115.7419050001,2557439.765261
185426,1,1,0,0,-41.17341318,174.9815131,6,1,1766215.223,5440099.541,883087.02479341,2720137.26125655
187941,1,1,0,0,-44.10019,170.829522,2,1,1426275.584,5114708.701,713115.7419050001,2557439.765261
180504,1,1,0,1,-40.336698,175.865639,2,1,1843421.082,5530929.52,921690.3726509999,2765552.6928195
185542,1,1,0,0,-40.336698,175.865639,2,1,1843421.082,5530929.52,921690.3726509999,2765552.6928195
179985,1,1,0,1,-37.393211,175.839003,2,1,1851323.85,5857722.974,925643.2283945001,2928949.4065015004
180839,1,1,0,1,-37.78702527,175.2839907,4,1,1801120.224,5815357.594,900541.2184873649,2907766.4389953497
180163,1,1,0,1,-44.694064,169.139139,2,1,1294087.405,5043779.671,647021.355468,2521974.4050695
181913,1,1,0,1,-41.294961,174.75864,2,1,1747246.02,5427007.062,873602.3625195,2713590.91032
181548,1,1,0,1,-45.128575,170.097858,2,1,1371779.277,4998668.452,685867.0742125,2499419.2749289996
180020,1,1,0,1,-38.698202,174.619256,2,1,1740812.046,5715469.172,870386.673899,2857821.895628
191765,1,1,0,0,-36.399244,174.66644,4,1,1749437.884,5970478.273,874700.742378,2985326.46972
189620,1,1,0,0,-38.012522,177.283381,3,1,1976090.728,5784129.062,988026.357739,2892153.1726905
180175,1,1,0,1,-45.256207,169.394619,2,1,1317111.552,4982261.754,658533.1478965,2491215.5743095
184191,1,1,0,0,-41.211402,174.904391,4,1,1759653.304,5436026.455,879806.046299,2718100.6796955
181461,1,1,0,1,-41.308936,174.785277,2,1,1749444.436,5425409.99,874701.563532,2712792.3876385
180438,1,1,0,1,-37.000794,175.850207,2,1,1853626.66,5901241.196,926794.829603,2950708.5231035003
180532,1,1,0,1,-41.275823,173.277332,2,1,1623226.554,5430586.151,811592.6390885001,2715379.714166
179987,1,1,0,1,-37.660023,175.521991,2,1,1822460.761,5828912.592,911211.5504884999,2914544.0569955
180976,1,1,0,1,-40.987489,174.95142,2,1,1764152.934,5460797.896,882055.9732555,2730486.42371
190553,1,1,0,0,-38.692664,176.075956,2,1,1867529.178,5712836.219,933745.242668,2856506.147478
191634,1,1,0,0,-45.872193,170.348074,2,1,1394185.104,4916732.508,697069.6159035,2458451.4280370004
183294,1,1,0,0,-41.310593,174.777546,2,1,1748793.483,5425239.313,874376.0862035,2712707.045273
180030,1,1,0,1,-39.454334,173.86043,2,1,1674027.852,5632450.277,836994.198833,2816312.068715
188610,1,1,0,0,-43.53915549,172.6074866,2,1,1568288.02,5179235.245,784122.240422255,2589703.9262433
182488,1,1,0,1,-46.45065,169.659753,2,1,1343471.957,4850457.604,671712.753175,2425313.6318765003
190148,1,1,0,0,-41.251426,172.128479,2,1,1526982.612,5432965.476,763470.680287,2716568.8022395
187753,1,1,0,0,-36.857592,174.629729,2,1,1745282.401,5919685.655,872622.7717040001,2959930.1423645
181830,1,1,0,1,-37.949836,176.998989,3,1,1951409.663,5792202.179,975685.8565819999,2896189.5889944998
180457,1,1,0,1,-37.978411,175.758459,4,1,1842279.24,5792989.842,921120.6307945,2896582.8002295
182198,1,1,0,1,-43.53915549,172.6074866,2,1,1568288.02,5179235.245,784122.240422255,2589703.9262433
183655,1,1,0,0,-37.695622,176.16147,2,1,1878747.929,5823250.352,939355.116689,2911713.256735
188341,1,1,0,0,-41.338061,173.184316,2,1,1615421.788,5423697.472,807690.2249695,2711935.328158
180475,1,1,0,1,-38.689086,176.072565,4,1,1867247.512,5713243.283,933604.4114570001,2856709.6777824997
181034,1,1,0,1,-43.33777,171.929037,3,1,1513186.946,5201118.449,756571.804115,2600645.1890185
184626,1,1,0,0,-40.336698,175.865639,2,1,1843421.082,5530929.52,921690.3726509999,2765552.6928195
188321,1,1,0,0,-41.28381,174.738131,2,1,1745553.579,5428279.658,872756.147595,2714227.1980655
181841,1,1,0,1,-38.218022,175.867543,2,1,1851040.244,5766106.29,925501.012989,2883141.0787715
190451,1,1,0,0,-43.38363038,172.6576248,4,1,1572267.795,5196525.355,786112.20568481,2598349.0063124
189614,1,1,0,0,-37.803753,175.769951,2,1,1843864.781,5812343.767,921913.4886235,2906259.7684755
181956,1,1,0,1,-43.481908,172.706855,2,1,1576293.809,5185626.147,788125.1635459999,2592899.4269275
187276,1,1,0,0,-43.48139321,171.9403634,4,1,1514307.825,5185179.75,757132.171803395,2592675.8451817
181042,1,1,0,1,-43.507493,172.73126,2,1,1578276.578,5182791.387,789116.5352535,2591482.05913
180512,1,1,0,1,-40.763595,175.152736,2,1,1781700.115,5485256.254,890829.6757025,2742715.7033679998
190373,1,1,0,0,-35.118102,173.268864,2,1,1624499.012,6113826.678,812231.946949,3056999.9734320003
186057,1,1,0,0,-41.829084,174.130996,2,1,1693917.315,5368581.867,846937.7429579999,2684377.998998
181910,1,1,0,1,-41.284599,174.776116,2,1,1748732.837,5428127.676,874345.7762005001,2714151.226058
189652,1,1,0,0,-39.591433,174.283066,2,1,1710173.818,5616801.863,855067.1132835,2808488.073033
180943,1,1,0,1,-39.174447,176.624938,3,1,1913160.105,5657602.231,956560.4652765,2828889.427969
187186,1,1,0,0,-36.586478,174.694796,4,1,1751615.413,5949662.61,875789.413261,2974918.652398
188722,1,1,0,0,-38.698202,174.619256,2,1,1740812.046,5715469.172,870386.673899,2857821.895628
185789,1,1,0,0,-34.819858,173.124679,2,1,1611402.046,6146926.618,805683.6130710001,3073549.8713395
184548,1,1,0,0,-36.860782,174.828352,2,1,1762983.505,5919011.102,881473.322109,2959592.965176
186071,1,1,0,0,-43.324396,172.598728,2,1,1567465.554,5203082.385,783711.114802,2601627.491864
181876,1,1,0,1,-40.20959,176.099002,2,1,1863740.988,5544372.775,931850.3892049999,2772274.437001
181536,1,1,0,1,-44.488533,169.966399,2,1,1358786.121,5069387.542,679370.8162335,2534778.7541995
185648,1,1,0,0,-44.002983,170.475634,2,1,1397618.964,5124697.654,698787.4805085,2562434.064817
188326,1,1,0,0,-41.297056,174.765587,2,1,1747822.965,5426762.661,873890.833972,2713468.7132935002
187352,1,1,0,0,-39.05796,174.077402,2,1,1693219.111,5676239.205,846590.0265200001,2838206.641201
180052,1,1,0,1,-40.623516,175.284152,2,1,1793197.477,5500526.812,896578.4267419999,2750351.048076
190122,1,1,0,0,-40.336698,175.865639,2,1,1843421.082,5530929.52,921690.3726509999,2765552.6928195
191504,1,1,0,0,-40.763595,175.152736,2,1,1781700.115,5485256.254,890829.6757025,2742715.7033679998
181099,1,1,0,1,-45.863182,170.513276,2,1,1406974.913,4918146.601,703464.524909,2459158.5571379997
186549,1,1,0,0,-43.579833,172.564889,4,1,1564870.108,5174700.505,782413.2640835,2587436.5349445
180989,1,1,0,1,-41.270097,173.284786,3,1,1623852.912,5431219.802,811905.8209515,2715696.543393
182912,1,1,0,1,-44.733077,170.470618,2,1,1399721.882,5043588.303,699838.5744615,2521879.3868090003
181036,1,1,0,1,-43.38398,170.184601,4,1,1371950.291,5192693.259,685953.45351,2596431.7218004996
183766,1,1,0,0,-41.799545,172.325373,2,1,1543953.844,5372259.744,771956.0222275,2686216.0346865
183418,1,1,0,0,-40.95187263,175.6603085,6,1,1823910.165,5463177.159,911934.606563685,2731676.40965425
182692,1,1,0,1,-41.1456647,174.839828,4,1,1754394.813,5443441.219,877176.83366765,2721808.029414
183504,1,1,0,0,-35.210342,173.918288,2,1,1683581.511,6103244.197,841773.150329,3051709.057644
180075,1,1,0,1,-41.277922,173.766868,2,1,1664223.355,5430106.663,832091.038539,2715140.214934
181453,1,1,0,1,-41.289609,174.776206,2,1,1748728.993,5427571.301,874343.8516955,2713873.038603
181402,1,1,0,1,-39.177432,175.402147,2,1,1807498.019,5660784.583,903729.4207840001,2830479.9925734997
180982,1,1,0,1,-41.132114,174.841666,2,1,1754580.882,5444942.356,877269.874943,2722558.598833
182408,1,1,0,1,-43.33777,171.929037,3,1,1513186.946,5201118.449,756571.804115,2600645.1890185
190562,1,1,0,0,-39.177432,175.402147,2,1,1807498.019,5660784.583,903729.4207840001,2830479.9925734997
185213,1,1,0,0,-45.256207,169.394619,2,1,1317111.552,4982261.754,658533.1478965,2491215.5743095
191082,1,1,0,0,-41.318419,174.797143,2,1,1750415.966,5424336.656,875187.3237905,2712255.7265715003
190459,1,1,0,0,-41.18470134,174.9491019,4,1,1763468.25,5438907.733,881713.53264933,2719541.34105095
183499,1,1,0,0,-34.819858,173.124679,2,1,1611402.046,6146926.618,805683.6130710001,3073549.8713395
184743,1,1,0,0,-44.694064,169.139139,2,1,1294087.405,5043779.671,647021.355468,2521974.4050695
186495,1,1,0,0,-41.298815,174.7869,2,1,1749603.44,5426530.851,874781.0705924999,2713352.8189499998
181372,1,1,0,1,-37.949836,176.998989,3,1,1951409.663,5792202.179,975685.8565819999,2896189.5889944998
187934,1,1,0,0,-43.770308,172.790497,4,1,1583138.618,5153616.704,791547.423846,2576894.7472485
188295,1,1,0,0,-40.546907,175.410771,4,1,1804141.023,5508745.821,902050.2380465,2754460.6158855003
184406,1,1,0,0,-37.24971345,174.7313504,2,1,1753549.82,5876021.024,876756.285143275,2938097.8776752
184436,1,1,0,0,-36.163899,174.443577,6,1,1729840.622,5996907.175,864902.2290505,2998540.8092885
180401,1,1,0,1,-37.81932391,175.3032959,4,1,1802732.034,5811731.661,901347.107338045,2905953.48214795
185201,1,1,0,0,-44.694064,169.139139,2,1,1294087.405,5043779.671,647021.355468,2521974.4050695
182301,1,1,0,1,-38.33225,175.163076,2,1,1789062.736,5755106.058,894512.201875,2877640.6105380002
192022,1,1,0,0,-43.156522,172.730383,2,1,1578079.822,5221768.186,789018.332739,2610970.4581915
