OBJECTID,Is 24 Hours,Car Park Count,Has Carpark Cost,Has Tourist Attraction,Latitude,Longitude,Number Of Connectors,Has Charging Cost,x,y
184488,1,2,0,0,-43.53915549,172.6074866,2,1,1568288.02,5179235.245
184489,1,7,0,0,-43.30485776,172.5933352,4,1,1567017.749,5205250.081
184490,0,1,0,0,-41.12646825,174.8375131,2,1,1754245.521,5445576.511
184491,1,4,0,0,-41.29055552,174.8970403,2,1,1758845.116,5427252.116
184492,1,7,0,0,-41.28065437,174.9073127,1,1,1759729.448,5428332.521
184493,1,8,0,0,-42.52231104,172.8283791,4,1,1585903.587,5292215.261
184494,0,5,0,0,-36.84877494,174.7581292,4,1,1756747.638,5920460.805
184495,1,7,0,0,-36.93801979,174.6561285,2,0,1747481.077,5910722.151
184496,1,3,0,0,-43.55310269,172.5562826,4,0,1564159.4,5177665.486
184497,1,4,0,0,-43.38363038,172.6576248,4,1,1572267.795,5196525.355
184498,0,0,0,0,-43.53300448,172.6418037,2,1,1571057.629,5179930.882
184499,1,8,0,0,-43.623545,171.647953,4,0,1490917.293,5169049.762
184500,1,5,0,0,-41.24776407,174.9031888,12,1,1759464.101,5431991.67
184501,1,5,0,0,-41.32294784,173.2142306,4,0,1617928.898,5425369.524
184502,1,6,0,0,-43.52459977,172.6680243,6,1,1573172.538,5180873.087
184503,1,2,0,0,-37.78702527,175.2839907,4,1,1801120.224,5815357.594
184504,1,3,0,0,-36.84877494,174.7581292,8,1,1756747.642,5920460.805
184505,1,0,0,0,-41.18470134,174.9491019,4,1,1763468.25,5438907.733
184506,1,5,0,0,-43.90318226,171.7463065,4,1,1499322.612,5138116.537
184507,1,0,0,0,-43.50690707,172.5473825,4,1,1563412.592,5182792.043
184508,1,9,0,0,-40.9574405,175.6495904,2,1,1822989.213,5462586.404
184509,1,6,0,0,-40.29789962,175.7499664,4,1,1833727.898,5535548.78
184510,1,6,0,0,-41.17341318,174.9815131,6,1,1766215.223,5440099.541
184511,0,7,0,0,-44.41817254,171.2577899,4,1,1461304.173,5080203.873
184512,1,6,0,0,-43.60713882,172.3855524,8,1,1550413.268,5171576.491
184513,1,4,0,0,-43.89638233,171.7583053,4,1,1500274.825,5138886.336
184514,1,7,0,0,-37.7185873,175.2663418,4,1,1799749.934,5822989.948
184515,1,7,0,0,-40.38642863,175.6382388,4,1,1823937.54,5526009.676
184516,1,10,0,0,-41.28526633,174.7374182,4,1,1745490.651,5428119.169
184517,0,1,0,0,-41.31852788,173.220434,4,1,1618449.305,5425858.909
184518,1,10,0,0,-43.9089175,171.7426923,6,1,1499042.07,5137475.129
184519,1,6,0,0,-41.24779905,174.9032019,8,1,1759465.114,5431987.762
184520,1,9,0,0,-37.53913814,175.9338506,4,1,1859217.294,5841270.807
184521,1,9,0,0,-46.40549348,168.3428894,4,1,1242051.588,4850350.651
184522,1,4,0,0,-41.22468191,174.906075,4,1,1759762.159,5434549.0
184523,1,0,0,0,-37.81932391,175.3032959,4,1,1802732.034,5811731.661
184524,1,4,0,0,-41.1456647,174.839828,4,1,1754394.813,5443441.219
184525,1,3,0,0,-41.17901525,174.9597091,8,1,1764372.13,5439519.021
184526,1,4,0,0,-41.31611988,174.7941653,4,1,1750172.009,5424597.069
184527,1,9,0,0,-36.90045521,174.8266498,4,1,1762747.51,5914612.386
184528,1,9,0,0,-43.48139321,171.9403634,4,1,1514307.825,5185179.75
184529,0,1,0,0,-46.41278628,168.3477334,6,1,1242471.61,4849562.396
184530,1,2,0,0,-41.24956549,174.7866361,4,1,1749693.854,5431999.079
184531,1,1,0,0,-41.28381336,174.7784914,1,0,1748933.549,5428210.827
184532,1,3,0,0,-41.02582482,175.5292415,4,1,1812639.719,5455294.35
184533,1,10,0,0,-41.26184911,174.9461883,4,1,1763032.078,5430348.079
184534,1,8,0,0,-43.52414449,172.3662733,4,1,1548787.158,5180782.125
184535,1,1,0,0,-41.19415154,174.9320393,14,1,1762013.855,5437890.485
184536,1,9,0,0,-43.52414449,172.3662733,4,1,1548787.158,5180782.125
184537,1,7,0,0,-36.79874,174.645674,4,1,1746816.373,5926190.496
184538,1,10,0,0,-36.811613,174.712653,2,1,1752766.72,5924657.379
184539,1,4,0,0,-36.819835,174.608373,2,1,1743448.995,5923906.796
184540,1,2,0,0,-36.830041,174.796572,2,1,1760214.448,5922475.468
184541,1,4,0,0,-36.834533,175.703773,2,1,1841116.764,5920071.047
184542,0,10,1,0,-36.84389,174.764115,6,0,1757291.369,5920992.925
184543,0,9,1,0,-36.84591,174.759627,6,0,1756887.047,5920776.197
184544,1,8,1,0,-36.848587,174.74321,3,0,1755417.77,5920506.039
184545,0,1,1,0,-36.84904,174.766916,3,0,1757530.563,5920416.94
184546,0,2,1,0,-36.852916,174.762406,6,0,1757120.5,5919994.346
184547,1,3,0,0,-36.857592,174.629729,2,1,1745282.401,5919685.655
184548,1,5,0,0,-36.860782,174.828352,2,1,1762983.505,5919011.102
184549,1,3,1,0,-36.862698,174.749353,5,1,1755936.825,5918930.477
184550,1,1,1,0,-36.864889,174.760944,6,0,1756965.652,5918668.4
184551,1,1,1,0,-36.897982,174.853434,6,0,1765139.44,5914840.747
184552,1,3,0,0,-36.908289,174.735404,2,1,1754601.324,5913895.055
184553,0,8,1,0,-36.9094,174.682974,6,0,1749927.952,5913855.503
184554,1,10,0,0,-36.90989,174.685797,2,1,1750178.499,5913796.698
184555,1,7,1,0,-36.937812,174.874649,2,1,1766942.987,5910384.733
184556,1,10,1,0,-36.943471,174.900477,3,1,1769230.761,5909711.314
184557,1,8,0,0,-36.988096,174.879214,2,1,1767239.488,5904797.755
184558,0,8,1,0,-36.990584,174.878031,6,0,1767128.752,5904523.791
184559,1,9,1,0,-36.995059,174.866428,2,1,1766086.346,5904047.602
184560,1,0,0,0,-37.000794,175.850207,2,1,1853626.66,5901241.196
184561,1,4,0,0,-37.053386,174.931804,2,1,1771773.075,5897460.063
184562,1,6,0,0,-37.139161,175.543117,2,1,1825883.793,5886662.106
184563,1,5,0,0,-37.192743,174.983637,6,1,1776059.28,5881902.939
184564,1,8,0,0,-37.203677,175.873856,2,1,1855049.752,5878663.233
184565,1,3,0,0,-37.393211,175.839003,2,1,1851323.85,5857722.974
184566,1,10,0,0,-37.63379,178.369254,2,1,2073918.216,5821233.798
184567,1,10,0,0,-37.660023,175.521991,2,1,1822460.761,5828912.592
184568,1,3,1,0,-37.66514,176.19705,2,1,1882001.366,5826526.973
184569,1,4,0,0,-37.674986,176.224327,2,1,1884370.405,5825351.664
184570,1,7,1,0,-37.686622,176.16746,2,1,1879310.004,5824231.397
184571,1,2,0,0,-37.695622,176.16147,2,1,1878747.929,5823250.352
184572,1,9,0,0,-37.740247,177.675372,3,1,2012044.296,5812701.452
184573,1,3,1,0,-37.746053,175.224922,2,1,1796026.359,5820029.72
184574,1,3,0,0,-37.778893,175.273749,2,1,1800240.207,5816282.025
184575,1,10,0,0,-37.783496,176.327311,2,1,1893027.183,5812989.85
184576,1,7,0,0,-37.803753,175.769951,2,1,1843864.781,5812343.767
184577,1,2,0,0,-37.891785,175.466957,2,1,1816926.742,5803322.327
184578,1,9,0,0,-37.949836,176.998989,3,1,1951409.663,5792202.179
184579,1,9,0,0,-37.978411,175.758459,4,1,1842279.24,5792989.842
184580,1,0,0,0,-37.991647,175.200302,2,1,1793214.164,5792827.478
184581,1,4,0,0,-38.008473,175.328916,2,1,1804462.814,5790685.266
184582,1,8,0,0,-38.012522,177.283381,3,1,1976090.728,5784129.062
184583,1,6,0,0,-38.085223,176.701745,2,1,1924681.31,5778254.54
184584,1,8,0,0,-38.130411,178.314844,2,1,2065961.287,5766349.645
184585,1,3,0,0,-38.136053,176.25273,2,1,1885089.265,5774089.118
184586,1,8,1,0,-38.141967,176.251265,6,1,1884937.801,5773437.186
184587,1,5,1,0,-38.148197,176.274742,2,1,1886971.397,5772673.201
184588,1,9,0,0,-38.164895,176.247562,2,1,1884523.981,5770903.617
184589,1,4,0,0,-38.218022,175.867543,2,1,1851040.244,5766106.29
184590,1,4,0,0,-38.331148,175.162076,2,0,1788978.185,5755230.401
184591,1,7,0,0,-38.33225,175.163076,2,1,1789062.736,5755106.058
184592,1,10,0,0,-38.357157,177.535008,3,1,1996318.626,5744811.844
184593,1,2,0,0,-38.373898,178.296608,2,1,2062809.155,5739397.784
184594,1,8,0,0,-38.457178,176.704494,3,1,1923266.603,5736953.591
184595,1,10,0,0,-38.667681,178.02786,3,1,2037524.393,5708088.603
184596,1,9,0,0,-38.671286,178.025616,2,0,2037307.011,5707698.974
184597,1,2,0,0,-38.689086,176.072565,4,1,1867247.512,5713243.283
184598,1,2,0,0,-38.690098,176.072374,6,1,1867227.127,5713131.508
184599,1,8,0,0,-38.692664,176.075956,2,1,1867529.178,5712836.219
184600,1,1,0,0,-38.698202,174.619256,2,1,1740812.046,5715469.172
184601,1,8,0,0,-38.878762,176.369708,3,1,1892322.302,5691278.164
184602,1,1,0,0,-38.986666,177.791665,2,1,2015098.127,5673768.694
184603,1,9,0,0,-39.034329,177.421661,3,1,1982773.492,5670101.788
184604,1,6,0,0,-39.05796,174.077402,2,1,1693219.111,5676239.205
184605,1,3,0,0,-39.080674,177.874369,2,1,2021705.575,5662947.3
184606,1,6,0,0,-39.133366,177.003793,3,1,1946101.465,5660784.554
184607,1,2,0,0,-39.174447,176.624938,3,1,1913160.105,5657602.231
184608,1,1,0,0,-39.177432,175.402147,2,1,1807498.019,5660784.583
184609,1,6,0,0,-39.417303,175.400028,2,1,1806608.191,5634164.661
184610,1,8,0,0,-39.454334,173.86043,2,1,1674027.852,5632450.277
184611,1,9,0,0,-39.48127,175.66963,4,1,1829609.829,5626411.636
184612,1,9,0,0,-39.492478,176.914804,2,1,1936677.786,5621249.018
184613,1,7,0,0,-39.525678,176.861749,2,1,1931955.351,5617760.139
184614,1,4,0,0,-39.591433,174.283066,2,1,1710173.818,5616801.863
184615,1,1,0,0,-39.640836,176.843748,2,1,1929860.153,5605040.54
184616,1,2,0,0,-39.676483,175.799291,2,1,1840088.302,5604402.852
184617,1,6,0,0,-39.763289,174.63557,2,1,1740096.145,5597235.681
184618,1,8,0,0,-39.809757,175.788255,2,1,1838680.954,5589637.665
184619,1,10,0,0,-39.9258,175.040425,2,1,1774365.01,5578485.125
184620,1,2,0,0,-39.925984,175.039928,2,1,1774322.069,5578465.671
184621,1,8,0,0,-39.994101,176.555381,2,1,1903546.588,5566840.222
184622,1,8,0,0,-40.076095,175.37971,2,1,1802915.769,5561083.126
184623,1,0,0,0,-40.175295,175.385907,5,1,1803148.533,5550056.864
184624,1,10,0,0,-40.20959,176.099002,2,1,1863740.988,5544372.775
184625,1,6,0,0,-40.228115,175.56948,2,1,1818610.752,5543756.786
184626,1,1,0,0,-40.336698,175.865639,2,1,1843421.082,5530929.52
184627,1,10,0,0,-40.355518,175.611913,2,1,1821804.114,5529507.644
184628,1,5,0,0,-40.359871,175.612479,2,1,1821837.906,5529022.971
184629,1,5,0,0,-40.452043,175.842403,4,1,1841035.011,5518187.63
184630,1,6,0,0,-40.47165,175.281212,4,1,1793385.383,5517392.601
184631,1,2,0,0,-40.546907,175.410771,4,1,1804141.023,5508745.821
184632,1,3,0,0,-40.623516,175.284152,2,1,1793197.477,5500526.812
184633,1,5,0,0,-40.644432,175.703665,2,1,1828612.93,5497198.354
184634,1,4,0,0,-40.763595,175.152736,2,1,1781700.115,5485256.254
184635,1,9,0,0,-40.861299,175.02426,2,1,1770604.929,5474667.759
184636,1,6,0,0,-40.861889,172.806131,3,1,1583661.329,5476556.301
184637,1,1,0,0,-40.917054,175.002489,4,1,1768628.287,5468520.2
184638,1,10,0,0,-40.918804,174.98174,2,1,1766876.524,5468365.727
184639,1,5,0,0,-40.948637,175.665992,2,1,1824399.542,5463521.812
184640,1,2,0,0,-40.987489,174.95142,2,1,1764152.934,5460797.896
184641,1,10,0,0,-41.094888,174.868935,2,1,1756958.501,5449026.406
184642,1,8,0,0,-41.114321,173.010011,2,0,1600840.484,5448552.048
184643,1,4,0,0,-41.114531,173.011033,2,1,1600926.284,5448528.725
184644,1,9,0,0,-41.116804,175.325726,2,1,1795258.76,5445669.677
184645,1,8,0,0,-41.123868,175.070866,2,1,1773841.718,5445425.575
184646,1,1,0,0,-41.132114,174.841666,2,1,1754580.882,5444942.356
184647,1,6,0,0,-41.148489,175.012567,2,1,1768884.258,5442806.87
184648,1,10,0,0,-41.202821,174.808593,2,1,1751641.596,5437150.64
184649,1,6,0,0,-41.211402,174.904391,4,1,1759653.304,5436026.455
184650,1,6,0,0,-41.22296,174.804174,8,1,1751224.667,5434922.487
184651,1,10,0,0,-41.223808,174.872944,4,1,1756987.162,5434706.4
184652,1,3,0,0,-41.251426,172.128479,2,1,1526982.612,5432965.476
184653,1,10,0,0,-41.270097,173.284786,3,1,1623852.912,5431219.802
184654,1,1,0,0,-41.275823,173.277332,2,1,1623226.554,5430586.151
184655,1,7,0,0,-41.277922,173.766868,2,1,1664223.355,5430106.663
184656,1,5,0,0,-41.278398,174.757247,2,1,1747166.607,5428848.28
184657,1,6,0,0,-41.28381,174.738131,2,1,1745553.579,5428279.658
184658,1,5,0,0,-41.284599,174.776116,2,1,1748732.837,5428127.676
184659,1,4,0,0,-41.289609,174.776206,2,1,1748728.993,5427571.301
184660,1,8,0,0,-41.291425,174.782858,2,1,1749281.874,5427358.265
184661,1,7,0,0,-41.294961,174.75864,2,1,1747246.02,5427007.062
184662,1,3,0,0,-41.297056,174.765587,2,1,1747822.965,5426762.661
184663,1,4,0,0,-41.298815,174.7869,2,1,1749603.44,5426530.851
184664,1,6,0,0,-41.301383,174.759694,2,1,1747319.815,5426292.289
184665,1,3,0,0,-41.302333,174.824111,2,1,1752710.759,5426075.456
184666,1,1,0,0,-41.30715,174.773973,2,1,1748502.2,5425627.684
184667,1,4,0,0,-41.308936,174.785277,2,1,1749444.436,5425409.99
184668,1,0,0,0,-41.310593,174.777546,2,1,1748793.483,5425239.313
184669,1,4,0,0,-41.311693,174.786123,2,1,1749508.956,5425102.443
184670,1,0,0,0,-41.318419,174.797143,2,1,1750415.966,5424336.656
184671,1,1,0,0,-41.319325,174.784932,4,1,1749391.825,5424257.17
184672,1,9,0,0,-41.323357,174.772457,2,1,1748338.527,5423830.936
184673,1,3,0,0,-41.329728,174.776479,2,1,1748660.659,5423116.724
184674,1,0,0,0,-41.330187,174.785974,2,1,1749454.211,5423049.446
184675,1,2,0,0,-41.330898,174.780196,2,1,1748969.054,5422980.45
184676,1,0,0,0,-41.334271,174.773264,2,1,1748381.295,5422617.853
184677,1,7,0,0,-41.338061,173.184316,2,1,1615421.788,5423697.472
184678,1,4,0,0,-41.460704,173.961785,2,1,1680322.219,5409651.986
184679,1,9,0,0,-41.509526,173.923111,2,1,1677034.522,5404266.914
184680,1,9,0,0,-41.514732,173.959433,2,0,1680059.248,5403655.932
184681,1,10,0,0,-41.757863,171.598685,2,1,1483506.165,5376158.554
184682,1,10,0,0,-41.799545,172.325373,2,1,1543953.844,5372259.744
184683,1,2,0,0,-41.829084,174.130996,2,1,1693917.315,5368581.867
184684,1,5,0,0,-42.120066,171.866254,2,1,1506281.941,5336270.923
184685,1,6,0,0,-42.387995,173.679475,2,1,1655929.49,5306920.096
184686,1,8,0,0,-42.402332,173.682548,2,1,1656169.651,5305326.128
184687,1,10,0,0,-42.448596,171.215473,2,0,1453250.12,5298872.027
184688,1,8,0,0,-42.450054,171.208751,2,1,1452700.74,5298698.481
184689,1,10,0,0,-42.716811,170.96319,2,1,1433219.729,5268620.634
184690,1,0,0,0,-42.774278,172.846924,2,1,1587477.452,5264239.392
184691,1,6,0,0,-42.812788,173.273014,2,1,1622320.368,5259938.297
184692,1,1,0,0,-42.842644,171.560183,2,1,1482342.904,5255653.72
184693,1,3,0,0,-42.941842,171.563088,3,1,1482768.366,5244641.951
184694,1,1,0,0,-43.156522,172.730383,2,1,1578079.822,5221768.186
184695,1,3,0,0,-43.208364,171.715379,2,1,1495646.604,5215245.304
184696,1,0,1,0,-43.307983,172.671818,4,1,1573384.408,5204931.007
184697,1,6,0,0,-43.324396,172.598728,2,1,1567465.554,5203082.385
184698,1,7,0,0,-43.33777,171.929037,3,1,1513186.946,5201118.449
184699,1,6,0,0,-43.381896,172.660077,2,1,1572465.637,5196718.781
184700,1,7,0,0,-43.38398,170.184601,4,1,1371950.291,5192693.259
184701,1,5,0,0,-43.460349,172.622245,2,1,1569440.661,5187992.871
184702,0,10,0,0,-43.474669,172.660965,2,1,1572579.479,5186416.005
184703,0,4,0,0,-43.477721,172.556276,2,1,1564114.224,5186037.262
184704,1,0,0,0,-43.481908,172.706855,2,1,1576293.809,5185626.147
184705,1,6,0,0,-43.489228,172.108133,2,1,1527884.636,5184468.64
184706,1,3,0,0,-43.507493,172.73126,2,1,1578276.578,5182791.387
184707,1,8,0,0,-43.51183,172.692901,2,1,1575177.629,5182299.0
184708,1,3,0,0,-43.517235,172.587829,2,1,1566687.777,5181662.025
184709,1,5,0,0,-43.521764,172.579985,2,0,1566056.353,5181155.871
184710,1,6,0,0,-43.526263,172.570683,4,1,1565307.186,5180652.381
184711,1,5,0,0,-43.528367,172.620082,2,1,1569300.156,5180438.128
184712,1,8,0,0,-43.539686,172.633475,4,1,1570387.937,5179185.908
184713,0,1,0,0,-43.539701,172.639256,4,1,1570855.0,5179186.285
184714,1,5,0,0,-43.557558,172.653893,2,1,1572045.798,5177208.127
184715,1,1,0,0,-43.561652,172.737561,2,1,1578804.892,5176778.18
184716,1,6,0,0,-43.569347,172.758637,2,1,1580509.514,5175928.735
184717,1,2,0,0,-43.579833,172.564889,4,1,1564870.108,5174700.505
184718,1,8,0,0,-43.594848,172.389072,4,0,1550687.271,5172943.608
184719,1,3,0,0,-43.596944,172.383222,4,1,1550216.799,5172707.337
184720,0,5,1,0,-43.60358,172.71344,2,1,1576872.886,5172115.236
184721,1,4,0,0,-43.63206,171.647752,2,1,1490916.479,5168103.805
184722,1,1,1,0,-43.6401,172.48205,2,1,1558223.598,5167968.879
184723,1,10,0,0,-43.641551,172.474166,6,1,1557588.717,5167803.732
184724,1,10,1,0,-43.661714,172.19319,2,1,1534948.229,5165382.501
184725,1,7,1,0,-43.733854,170.095932,2,1,1366126.101,5153587.512
184726,1,0,0,0,-43.755164,172.02537,2,1,1521539.124,5154858.436
184727,1,2,1,0,-43.761111,172.29889,2,1,1543564.02,5154420.647
184728,1,7,0,0,-43.770308,172.790497,4,1,1583138.618,5153616.704
184729,1,1,0,0,-43.802778,172.968048,2,1,1597429.806,5150031.297
184730,1,1,0,0,-43.808449,172.964534,2,1,1597147.413,5149401.338
184731,1,3,0,0,-43.90528,171.745359,3,1,1499250.062,5137882.392
184732,1,1,0,0,-44.002983,170.475634,2,1,1397618.964,5124697.654
184733,1,6,0,0,-44.00343,170.4769,2,1,1397721.983,5124651.113
184734,1,6,0,0,-44.092764,171.242916,2,1,1459346.291,5116323.058
184735,1,4,0,0,-44.10019,170.829522,2,1,1426275.584,5114708.701
184736,1,1,1,0,-44.137358,171.297181,2,1,1463792.721,5111461.22
184737,1,1,0,0,-44.241656,171.276856,2,1,1462409.847,5099842.669
184738,1,1,0,0,-44.256647,170.100189,2,1,1368512.047,5095531.414
184739,1,7,0,0,-44.382784,171.23798,4,1,1459642.508,5084100.954
184740,1,5,0,0,-44.400611,171.253465,2,1,1460918.247,5082147.216
184741,1,3,1,0,-44.402278,171.25189,2,0,1460796.779,5081959.374
184742,1,3,0,0,-44.488533,169.966399,2,1,1358786.121,5069387.542
184743,1,7,0,0,-44.694064,169.139139,2,1,1294087.405,5043779.671
184744,1,3,0,0,-44.733077,170.470618,2,1,1399721.882,5043588.303
184745,1,2,0,0,-44.734921,171.045541,2,1,1445249.794,5044637.783
184746,1,7,0,0,-44.849429,168.38587,2,1,1235382.402,5023410.433
184747,1,9,0,0,-44.987064,168.67157,4,1,1258776.339,5009366.103
184748,1,5,0,0,-45.010172,168.747621,2,1,1264906.645,5007117.07
184749,1,8,0,0,-45.030802,168.661624,4,1,1258252.95,5004465.355
184750,1,8,0,0,-45.03624,169.196961,2,1,1300451.42,5005984.545
184751,1,7,0,0,-45.094048,169.601258,2,1,1332566.064,5000980.7
184752,1,9,0,0,-45.097049,170.973075,2,1,1440517.284,5004270.072
184753,1,4,1,0,-45.104958,170.969468,3,1,1440255.543,5003384.347
184754,1,1,0,0,-45.128575,170.097858,2,1,1371779.277,4998668.452
184755,1,0,0,0,-45.256207,169.394619,2,1,1317111.552,4982261.754
184756,1,2,0,0,-45.324121,170.816989,2,1,1428918.557,4978724.701
184757,1,7,0,0,-45.416134,167.712652,4,1,1186311.937,4957206.544
184758,1,4,0,0,-45.485131,170.715903,2,1,1421504.581,4960617.727
184759,1,2,0,0,-45.50746,170.118599,2,1,1374916.652,4956635.704
184760,1,10,0,0,-45.511126,168.579404,2,1,1254706.874,4950755.453
184761,1,10,0,0,-45.542158,169.316024,2,1,1312401.168,4950215.873
184762,1,7,0,0,-45.738748,168.441562,2,1,1245381.49,4924865.43
184763,1,9,0,0,-45.863182,170.513276,2,1,1406974.913,4918146.601
184764,1,7,0,0,-45.872193,170.348074,2,1,1394185.104,4916732.508
184765,1,4,0,0,-45.878934,170.503272,4,1,1406253.167,4916372.283
184766,1,8,0,0,-45.891555,170.501399,2,0,1406151.754,4914965.52
184767,1,7,0,0,-45.891877,170.49888,2,1,1405957.449,4914923.619
184768,1,2,0,0,-45.912893,169.686481,2,1,1343028.648,4910290.429
184769,1,8,0,0,-45.94324,169.261463,2,1,1310227.15,4905460.14
184770,1,8,0,0,-46.09977,168.94303,2,1,1286434.375,4886861.589
184771,1,6,0,0,-46.116449,169.964229,2,1,1365430.994,4888533.122
184772,1,9,0,0,-46.136031,167.689386,2,1,1189818.903,4877113.472
184773,1,10,0,0,-46.141652,168.325367,2,1,1238972.897,4879582.704
184774,1,10,0,0,-46.237234,169.738245,2,1,1348522.06,4874421.225
184775,1,0,0,0,-46.352154,168.013665,2,1,1216375.992,4854730.596
184776,1,5,0,0,-46.408229,168.344564,2,0,1242198.206,4850054.335
184777,1,5,0,0,-46.41166,168.35314,2,1,1242879.698,4849711.996
184778,1,10,0,0,-46.45065,169.659753,2,1,1343471.957,4850457.604
184779,1,8,0,0,-46.557705,169.46859,2,1,1329324.208,4837924.368
184780,1,6,0,0,-46.571653,168.795896,2,1,1277850.843,4833843.902
184781,1,5,0,0,-46.599706,168.345328,2,1,1243513.349,4828785.205
184782,1,1,0,0,-46.6609,169.100384,2,1,1301672.124,4825128.362
184783,1,0,0,0,-43.47102288,172.5700622,4,1,1565225.329,5186786.989
184784,1,10,0,0,-41.29210258,174.0064994,2,1,1684273.901,5428327.467
184785,1,6,0,0,-40.91217889,175.0022089,6,1,1768617.094,5469061.963
184786,1,2,0,0,-41.17098912,174.8254394,6,0,1753128.316,5440655.118
184787,1,6,0,0,-43.59915435,172.5120865,8,1,1560619.548,5172531.003
184788,1,1,0,0,-41.25016157,174.7733323,4,0,1748577.796,5431955.742
184789,1,7,0,0,-43.29776068,172.1931401,4,1,1534552.509,5205802.482
184790,1,7,0,0,-41.45148883,172.8368258,4,1,1586370.869,5411108.577
184791,1,4,0,0,-43.3239869,172.6643429,4,1,1572785.318,5203151.292
184792,1,9,0,0,-40.95187263,175.6603085,6,1,1823910.165,5463177.159
184793,1,9,0,0,-38.465401,175.018908,2,1,1776136.993,5740614.931
184794,1,6,0,1,-38.186369,175.212033,3,1,1793729.515,5771194.024
184795,1,7,0,1,-38.882868,175.265623,3,1,1796518.287,5693781.845
184796,1,6,0,1,-39.418318,175.398382,3,1,1806463.481,5634055.768
184797,1,9,0,0,-43.53177229,172.6294569,4,1,1570059.396,5180063.358
184798,0,3,0,0,-36.8817717,174.7840395,4,0,1758989.5,5916757.108
184799,1,8,0,0,-37.77918196,175.333237,4,1,1805479.003,5816120.841
184800,1,2,0,0,-43.90480415,171.7451525,4,1,1499232.675,5137934.991
184801,1,10,0,0,-37.19289256,174.9812599,2,1,1775847.931,5881890.76
184802,1,2,0,0,-37.89063215,175.4674683,2,1,1816975.095,5803449.076
184803,1,9,0,0,-36.99040852,174.8677487,2,1,1766214.003,5904561.265
184804,1,6,0,0,-36.65962612,174.6667544,4,1,1748965.754,5941591.447
184805,1,2,0,0,-43.5255715,172.6736171,2,1,1573624.925,5180766.957
184806,1,8,0,0,-43.51286344,172.637772,2,1,1570722.128,5182166.307
184807,1,10,0,0,-43.51895561,172.59002,2,1,1566865.796,5181471.812
184808,1,9,0,0,-36.96313585,174.9013616,4,1,1769265.997,5907527.938
184809,1,6,0,0,-37.788896,175.258885,2,1,1798904.194,5815203.736
184810,1,8,0,0,-37.822233,175.286619,2,1,1801256.062,5811444.913
184811,1,3,0,0,-36.89243364,174.7971309,2,1,1760134.004,5915552.312
184812,1,10,0,0,-36.84556541,174.7381326,2,1,1754971.147,5920849.52
184813,1,0,0,0,-37.73008592,175.2739356,2,1,1800388.321,5821697.722
184814,1,5,0,0,-40.90742072,174.9996826,2,1,1768416.406,5469595.071
184815,1,7,0,0,-36.8637102,174.615322,2,1,1743986.508,5919028.706
184816,1,1,0,0,-40.62932214,175.2785708,2,1,1792708.673,5499894.484
184817,1,1,0,0,-36.86362411,174.6284814,4,1,1745159.761,5919018.331
184818,1,7,0,0,-36.88837675,174.8314823,2,1,1763203.829,5915944.201
184819,1,0,0,0,-41.09593273,174.8685887,2,1,1756926.927,5448911.045
184820,1,8,0,0,-36.95364994,174.790291,4,1,1759396.951,5908772.004
184821,1,10,0,0,-43.47440163,172.6597129,2,1,1572478.092,5186445.286
184822,1,1,0,0,-36.96008829,174.8323052,2,1,1763124.258,5907986.559
184823,1,3,0,0,-41.2046426,174.9115383,2,1,1760269.023,5436763.744
184824,1,9,0,0,-36.605708,174.662124,4,1,1748655.448,5947580.3
184825,1,2,0,0,-36.86726019,174.775146,2,1,1758226.799,5918381.881
184826,1,9,0,0,-37.00155006,174.8883277,2,1,1768021.024,5903288.977
184827,1,10,0,0,-43.49535608,172.7106759,2,1,1576607.99,5184133.712
184828,1,9,0,0,-43.32684659,172.5996933,2,1,1567545.126,5202810.611
184829,1,4,0,0,-43.30789097,172.672449,2,1,1573435.546,5204941.428
184830,1,4,0,0,-41.34238,173.1878264,4,1,1615714.465,5423217.363
184831,1,3,0,0,-43.59052944,172.3803253,2,1,1549977.679,5173418.0
184832,1,4,0,0,-36.73537503,174.7262988,2,1,1754136.621,5933093.583
184833,1,7,0,0,-43.47959637,172.5552439,2,1,1564031.869,5185828.543
184834,1,6,0,0,-39.67899101,175.8005165,2,1,1840184.727,5604121.158
184835,1,0,0,0,-37.0387406,174.9137961,2,1,1770204.386,5899117.383
184836,1,7,0,0,-41.17573896,174.8260455,2,1,1753168.095,5440126.722
184837,1,9,0,0,-44.3742546,171.2425126,2,1,1459983.237,5085056.129
184838,1,1,0,0,-37.9767127,175.7550304,2,1,1841983.625,5793187.249
184839,1,3,0,0,-37.7912449,175.2802788,2,1,1800781.893,5814897.324
184840,1,7,0,0,-38.62602994,76.0884023,4,1,-1773630.039,17529077.81
184841,1,8,0,0,-37.7785978,175.2748257,2,1,1800335.841,5816312.475
184842,1,5,0,0,-36.8854983,174.6443053,2,1,1746528.584,5916567.348
184843,1,3,0,0,-36.84537,174.762623,4,0,1757155.298,5920831.182
184844,1,6,0,0,-36.77487328,174.5540168,4,0,1738681.743,5928975.105
184845,1,4,0,0,-36.4081402,174.6598009,2,0,1748825.502,5969501.623
184846,1,4,0,0,-36.869245,174.774923,8,0,1758202.828,5918162.045
184847,1,2,0,0,-36.86127,174.770617,2,0,1757835.4,5919053.965
184848,1,0,0,0,-36.890082,174.794549,4,0,1759908.83,5915817.548
